"Card Number 160, Bob Young, Second Base, St. Louis Browns, from the series Topps Dugout Quiz (R414-7), issued by Topps Chewing Gum Company",/collection/the-collection-online/search/404083?rpp=90&pg=13&ao=on&ft=baseball+cards&pos=1083
"Card Number 119, Maurice McDermott, Boston Red Sox, from the Topps Baseball series (R414-6) issued by Topps Chewing Gum Company",/mymet
"Carl Erskine, Pitcher, Brooklyn Dodgers, from Collector Series, Colors set, series 7 (R406-7) issued by Bowman Gum",/collection/the-collection-online/search/640762?rpp=90&pg=35&ao=on&ft=baseball+cards&pos=3136
"Norman (Babe) Young, Giants, 1st Baseman (Card #23, Green)",/mymet
"Fred Merkle, New York Giants, National League, from the ""Baseball Series"" (Gold Borders) set (T205) issued by the American Tobacco Company",/collection/the-collection-online/search/402280?rpp=90&pg=16&ao=on&ft=baseball+cards&pos=1368
"Fred Leach, Boston Braves, from the Goudey Gum Company's Big League Chewing Gum series (R319)",/mymet
"Card  Number 51, Eddie Robinson, 1st Base, Chicago White Sox, from the Topps Red/ Blue Backs series (R414-5) issued by Topps Chewing Gum Company",/collection/the-collection-online/search/640666?rpp=90&pg=35&ao=on&ft=baseball+cards&pos=3109
"Ned Garver, Pitcher, Detroit Tigers, from Collector Series, Colors set, series 7 (R406-7) issued by Bowman Gum",/mymet
"Myril Hoag, New York Yankees",/mymet
"George Herman (Babe) Ruth, New York Yankees, from the Goudey Gum Company's Big League Chewing Gum series (R319)",/collection/the-collection-online/search/434645?rpp=90&pg=29&ao=on&ft=baseball+cards&pos=2548
"Lentz, Little Rock, Southern League, from the White Border series (T206) for the American Tobacco Company",/mymet
"Billy Goodman, First Base, Boston Red Sox, from the Picture Card Collectors Series (R406-4) issued by Bowman Gum",/mymet
"Frank Frisch, Manager, Chicago Cubs, from the Picture Card Collectors Series (R406-4) issued by Bowman Gum",/collection/the-collection-online/search/624643?rpp=90&pg=32&ao=on&ft=baseball+cards&pos=2877
"Farrar, 1st Base, Philadelphia, from the series Old Judge Cigarettes",/mymet
"Trott and Burns, Baltimore Orioles, from the Old Judge series (N172) for Old Judge Cigarettes",/collection/the-collection-online/search/400239?rpp=90&pg=1&ao=on&ft=baseball+cards&pos=87
